object,init,strategy,seed,psnr,ssim,lpips,precision@0.5%,recall@0.5%,fscore@0.5%,chamfer,precision@1%,recall@1%,fscore@1%,precision@2%,recall@2%,fscore@2%,num_gs,round,n_views,train_s,signal_s,ig_s,ig_gains,select_s
bookcase,uniform,random,0,33.991796334584556,0.9778124084075291,0.020301482919603587,0.877635,0.8823450511373163,0.8799837230592344,0.005572827631349006,0.96642,0.9922930755043872,0.9791856561553871,0.996785,1.0,0.9983899117831915,102602,3,25,63.999082803726196,1.2876827716827393,,,0.00011396408081054688
bookcase,uniform,random,0,34.515286445617676,0.9798522760470708,0.01835956289820994,0.889265,0.8922315989493098,0.8907458294420622,0.0052685129600012065,0.97097,0.9967193874699604,0.9836762141570294,0.99695,1.0,0.9984726708230051,104519,4,30,62.76767182350159,,,,
bookcase,uniform,random,1,21.860039107004802,0.9388614585002263,0.1024268365620325,0.48645,0.8780193371709607,0.6260492558262581,0.1999778088960749,0.52976,0.9926675236125859,0.6908382030050894,0.560215,1.0,0.7181253865653132,97564,0,10,58.97218918800354,0.956392765045166,,,8.869171142578125e-05
bookcase,uniform,random,1,29.271209621429442,0.9686279624700547,0.04155120111536235,0.743435,0.9054378807354831,0.8164779938212472,0.07321873186322826,0.79978,0.9962387525848097,0.8872644880746086,0.830325,1.0,0.9072978842555284,105292,1,15,63.87816524505615,0.9579997062683105,,,8.177757263183594e-05
bookcase,uniform,random,1,31.325423145294188,0.9745164662599564,0.031417445209808645,0.79003,0.9128988990107864,0.8470318609361076,0.05235377234077208,0.84829,0.9975912367965126,0.9169026190772237,0.874495,1.0,0.9330459670471247,103792,2,20,63.00117516517639,1.2028131484985352,,,8.606910705566406e-05
bookcase,uniform,random,1,32.38862180709839,0.9778487235307693,0.0274143764982,0.804615,0.9053931705136087,0.8520344387290278,0.040289363958196794,0.872065,0.9981501145699435,0.9308573894854855,0.898775,1.0,0.9466893128464404,104041,3,25,61.56706953048706,1.2029109001159668,,,8.440017700195312e-05
bookcase,uniform,random,1,33.05999577840169,0.9803297907114029,0.025073066454691192,0.79311,0.8883753423126363,0.8380440197861367,0.03909630854254659,0.874265,0.998211591125021,0.9321360393515842,0.905075,1.0,0.9501725653845648,105303,4,30,47.263577699661255,,,,
chair,biased,fps,0,14.943518527348836,0.8656042615572611,0.3410502791404724,0.14267,0.4071462816210271,0.21129807152167987,0.13859716485372486,0.225245,0.6161482275303872,0.3298916676984302,0.32972,0.7922459742237514,0.4656457479502153,59724,0,10,84.5343086719513,1.4579753875732422,,,0.003722667694091797
chair,biased,fps,0,26.926913277308145,0.9557867348194122,0.11865195110440255,0.343775,0.4544967427169407,0.3914572178033842,0.050891604058385685,0.540455,0.6675385656673906,0.5973120482780873,0.723305,0.818360641868073,0.7679023622127787,55424,1,15,95.47342872619629,1.9216358661651611,,,0.002925395965576172
chair,biased,fps,0,32.4206639289856,0.9705996553103129,0.08830110983302196,0.45378,0.4941834231083787,0.47312068856581185,0.02028531652582147,0.71888,0.7333399137031501,0.7260379673745235,0.88587,0.8463577653064103,0.8656632442551406,60309,2,20,114.48096561431885,1.9518353939056396,,,0.0034723281860351562
