object,init,strategy,seed,round,S1~bad,S1~psnr,S2~bad,S2~psnr,score~bad,score~psnr,IG~bad,IG~psnr
table,uniform,fps,0,1,-0.24057844660930214,-0.31486296956142684,-0.15785792805428153,-0.6294643872483985,-0.1771938137295781,-0.5178802926348509,,
table,uniform,fps,0,3,0.024870129870129872,-0.5023399014778325,-0.16913793103448274,-0.3469502910882222,-0.11652709359605913,-0.6212830273175101,,
table,uniform,fps,0,2,-0.0033910511641305797,-0.5344465364157329,-0.5046678395423726,-0.3488626192166425,-0.3358971984732039,-0.6010452997520499,,
table,uniform,fps,0,0,-0.38735319975331,0.10302807629894983,0.0566293569875824,-0.789407200374409,-0.10645024428435838,-0.38966963656960907,,
table,uniform,fps,1,1,-0.41787271142109855,-0.2312137523217467,0.01752966149880596,-0.6456142678442819,-0.23508585724574504,-0.5603256131306622,,
table,uniform,fps,1,3,-0.6487707120465741,-0.260371697268249,-0.2728705776981639,-0.12937080161218095,-0.5822727272727273,-0.24891625615763546,,
table,uniform,fps,1,2,-0.4632529810590862,-0.2759714806012531,-0.06995894935028858,-0.27546117678529175,-0.37594987499614185,-0.38121135425990516,,
table,uniform,fps,1,0,-0.19644836349162612,0.24184457653732938,0.380750305082077,-0.86268288522353,0.2582118472446387,-0.40115034532229354,,
table,uniform,ours,0,1,0.10070315757552784,-0.5393863007467495,-0.45148781319889314,-0.138006519843827,-0.21753724271255828,-0.43373261059095564,,
table,uniform,ours,0,3,-0.2331079265562024,-0.19219883564711154,-0.4928884908195253,0.2027071204657412,-0.486820420958352,-0.036941334527541426,,
table,uniform,ours,0,2,0.06591561467946541,-0.44823811434509286,-0.7353868946572425,0.356638579380022,-0.5143636120456393,-0.051707357222959556,,
table,uniform,ours,0,0,-0.39643524168186606,0.08815319275501145,0.021050007216995372,-0.7813154176890744,-0.13442069396877884,-0.395737161402634,,
table,uniform,ours,1,1,-0.0576058526970168,-0.500164891399113,-0.000642507865509268,-0.855395928888215,0.063854668132368,-0.7861699708123272,,
table,uniform,ours,1,3,-0.27648678907299595,-0.21483654276757727,0.3833049708911778,-0.4638378862516794,0.09743618450515003,-0.44758620689655165,,
table,uniform,ours,1,2,-0.19531467020587057,-0.4815436690432832,0.3234894081093038,-0.4036873566056566,0.1117647664022552,-0.5590069652355526,,
table,uniform,ours,1,0,-0.16133090142459117,0.21984192593175786,0.39336998692192965,-0.8893936411709904,0.29080817226311856,-0.4232877131747345,,
